,tweet,text,type
3660,1204981703451635712,brink,word
3667,1204998071748349957,do,word
3669,1204998071748349957,watch,word
3683,1205003113385431040,social,word
3684,1205003113385431040,worker,word
3691,1205003113385431040,first,word
3695,1205003113385431040,become,word
3696,1205003113385431040,trainer,word
3698,1205003113385431040,advise,word
3703,1205003113385431040,movement,word
3706,1205003113385431040,movement,word
3708,1205003113385431040,became,word
3710,1205003113385431040,life,word
3711,1205003113385431040,long,word
3712,1205003113385431040,passion,word
3718,1205003113385431040,contribute,word
3721,1205003113385431040,work,word
3723,1205003113385431040,woman,word
3725,1205003113385431040,young,word
3726,1205003113385431040,girl,word
3732,1205027001800638465,kill,word
3733,1205027001800638465,chimin,word
3737,1205027001800638465,imply,word
3740,1205027001800638465,don’t,word
3741,1205027001800638465,want,word
3743,1205027001800638465,follow,word
3745,1205027001800638465,process,word
3753,1205042101911769089,stop,word
3756,1205042101911769089,ident,word
3764,1205042101911769089,fit,word
3766,1205042101911769089,offense,word
3767,1205042101911769089,stereotypy,word
3777,1205043370269270016,elemin,word
3779,1205043370269270016,use,word
3782,1205043370269270016,bag,word
3785,1205043370269270016,way,word
3787,1205043370269270016,start,word
3794,1205057201368227841,covers,word
3799,1205057201368227841,represent,word
3801,1205057201368227841,gender,word
3802,1205057201368227841,issue,word
3804,1205057201368227841,make,word
3806,1205057201368227841,way,word
3812,1205057201368227841,fantasy-drama,word
3822,1205059094203097088,good,word
3825,1205059094203097088,enjoy,word
3830,1205059094203097088,meet,word
3833,1205059094203097088,feminist,word
3838,1205059094203097088,chat,word
3841,1205059094203097088,learn,word
3848,1205059094203097088,join,word
3868,1205059094203097088,potluck,word
3869,1205059094203097088,picnic,word
3877,1205064922696044546,event,word
3878,1205064922696044546,page,word
3893,1205065583072382977,campaign,word
3895,1205065583072382977,assoc,word
3908,1205065667008794624,do,word
3909,1205065667008794624,follow,word
3911,1205065667008794624,campaign,word
3921,1205065694829658112,do,word
3923,1205065694829658112,need,word
3925,1205065694829658112,stop,word
3927,1205065694829658112,culture,word
3944,1205065737649315840,safety,word
3958,1205065795438432256,need,word
3960,1205065795438432256,stop,word
3961,1205065795438432256,set,word
3963,1205065795438432256,perfect,word
3964,1205065795438432256,victim,word
3966,1205065795438432256,expect,word
3968,1205065795438432256,survivor,word
3976,1205065816271544320,do,word
3980,1205065816271544320,case,word
3997,1205065828292423682,woman,word
3999,1205065828292423682,take,word
4000,1205065828292423682,part,word
4014,1205066033372921857,part,word
4017,1205066033372921857,campaign,word
4024,1205066033372921857,bring,word
4027,1205066033372921857,peri,word
4029,1205066033372921857,post,word
4030,1205066033372921857,creat,word
4033,1205066033372921857,partner,word
4034,1205066033372921857,temin,word
4041,1205070251802513408,happen,word
4045,1205070251802513408,thousand,word
4047,1205070251802513408,protestor,word
4048,1205070251802513408,take,word
4054,1205070251802513408,part,word
4064,1205070251802513408,army,word
4066,1205070251802513408,deploy,word
4071,1205070251802513408,epicentra,word
4074,1205070251802513408,protest,word
4079,1205070251802513408,curfew,word
4082,1205070251802513408,impose,word
4085,1205070251802513408,area,word
4090,1205070254226862081,internet,word
4099,1205070254226862081,district,word
4104,1205070254226862081,next,word
4106,1205070254226862081,hour,word
4110,1205070254226862081,protest,word
4115,1205070254226862081,institue,word
4122,1205070254226862081,student,word
4123,1205070254226862081,protest,word
4126,1205070254226862081,detain,word
4129,1205070254226862081,policy,word
4132,1205070254226862081,charge,word
4134,1205070254226862081,protestor,word
4137,1205070256219160576,protest,word
4144,1205070256219160576,lead,word
4149,1205070256219160576,swamp,word
4150,1205070256219160576,indigen,word
4151,1205070256219160576,common,word
4154,1205070256219160576,resource,word
4157,1205070256219160576,threaten,word
4159,1205070256219160576,language,word
4163,1205070256219160576,trait,word
4170,1205079851549499392,strong,word
4177,1205079851549499392,life,word
4182,1205079851549499392,movement,word
4187,1205079851549499392,particle,word
4191,1205079851549499392,movement,word
4210,1205087400713736192,day,word
4213,1205087400713736192,occur,word
4215,1205087400713736192,undetermined,word
4216,1205087400713736192,number,word
4218,1205087400713736192,inced,word
4222,1205087400713736192,sexual,word
4223,1205087400713736192,violence,word
4229,1205087400713736192,inced,word
4230,1205087400713736192,make,word
4234,1205087400713736192,newspaper,word
4244,1205088671705260032,opportune,word
4246,1205088671705260032,sustain,word
4247,1205088671705260032,energy,word
4248,1205088671705260032,entrepreneurship,word
4250,1205088671705260032,signific,word
4252,1205088671705260032,woman,word
4257,1205088671705260032,excls,word
4258,1205088671705260032,interview,word
4263,1205088671705260032,discuss,word
4264,1205088671705260032,energy,word
4265,1205088671705260032,poverty,word
4271,1205088671705260032,energy,word
4272,1205088671705260032,policy,word
4281,1205089557076574208,initio,word
4284,1205089557076574208,make,word
4285,1205089557076574208,public,word
4286,1205089557076574208,space,word
4289,1205089557076574208,woman,word
4291,1205089557076574208,girl,word
4293,1205089557076574208,garner,word
4301,1205117599039647744,activist,word
4303,1205117599039647744,fight,word
4305,1205117599039647744,extern,word
4306,1205117599039647744,for,word
4308,1205117599039647744,defend,word
4310,1205117599039647744,forest,word
4312,1205117599039647744,right,word
4314,1205117599039647744,land,word
4317,1205117599039647744,take,word
4324,1205117599039647744,new,word
4325,1205117599039647744,face,word
4335,1205132698408210432,assassin,word
4339,1205132698408210432,reflect,word
4342,1205132698408210432,miser,word
4343,1205132698408210432,state,word
4352,1205132698408210432,imply,word
4355,1205132698408210432,journal,word
4358,1205132698408210432,country,word
4362,1205133972742770688,inspire,word
4363,1205133972742770688,young,word
4367,1205133972742770688,give,word
4371,1205133972742770688,inspire,word
4373,1205133972742770688,woman,word
4375,1205133972742770688,demand,word
4382,1205133972742770688,inspire,word
4386,1205133972742770688,come,word
4390,1205133972742770688,team,word
4392,1205133972742770688,take,word
4393,1205133972742770688,action,word
4402,1205133972742770688,athlete,word
4405,1205133972742770688,year,word
4410,1205147800138207234,work,word
4413,1205147800138207234,poet,word
4416,1205147800138207234,overshadow,word
4418,1205147800138207234,work,word
4421,1205147800138207234,feminist,word
4423,1205147800138207234,social,word
4424,1205147800138207234,worker,word
4427,1205147800138207234,make,word
4428,1205147800138207234,sure,word
4430,1205147800138207234,recognise,word
4432,1205147800138207234,contribute,word
4450,1205162898151985152,tell,word
4454,1205162898151985152,deliver,word
4457,1205162898151985152,justice,word
4460,1205162898151985152,colour,word
4462,1205162898151985152,social,word
4463,1205162898151985152,prejudice,word
4466,1205177999290580992,can,word
4474,1205177999290580992,agre,word
4479,1205177999290580992,demean,word
4481,1205177999290580992,need,word
4483,1205177999290580992,stop,word
4486,1205177999290580992,implore,word
4489,1205177999290580992,get,word
4493,1205177999290580992,stereotypy,word
4501,1205181404662947842,check,word
4507,1205181404662947842,moment,word
4509,1205181404662947842,solidare,word
4515,1205181404662947842,help,word
4519,1205181404662947842,violence,word
4521,1205181404662947842,woman,word
4525,1205194587473678340,be,word
4528,1205194587473678340,can,word
4529,1205194587473678340,support,word
4532,1205194587473678340,assault,word
4533,1205194587473678340,survivor,word
4541,1205195719939960833,walk,word
4542,1205195719939960833,be,word
4546,1205195719939960833,be,word
